,D_home,GA_home,GD_home,GF_home,GP_home,L_home,Pts_home,W_home,team,year,D_away,GA_away,GD_away,GF_away,GP_away,L_away,Pts_away,W_away,ppg_away,ppg_home,ppg_home_away_diff,Avg_all,BTS_all,CS_all,FTS_all,GP_all,LTN_all,WTN_all,g_0.5+_all,g_1.5+_all,g_2.5+_all,g_3.5+_all,g_4.5+_all,g_5.5+_all,g_6.5+_all,Avg_home,BTS_home,CS_home,FTS_home,LTN_home,WTN_home,g_0.5+_home,g_1.5+_home,g_2.5+_home,g_3.5+_home,g_4.5+_home,g_5.5+_home,g_6.5+_home,Avg_away,BTS_away,CS_away,FTS_away,LTN_away,WTN_away,g_0.5+_away,g_1.5+_away,g_2.5+_away,g_3.5+_away,g_4.5+_away,g_5.5+_away,g_6.5+_away,Avg_htime,BTS_htime,CS_htime,FTS_htime,LTN_htime,WTN_htime,g_0.5+_htime,g_1.5+_htime,g_2.5+_htime,g_3.5+_htime,g_4.5+_htime,g_5.5+_htime,g_6.5+_htime,half_1_con,half_1_goal,half_2_con,half_2_goal,min_0-15_con,min_0-15_goal,min_16-30_con,min_16-30_goal,min_31-45_con,min_31-45_goal,min_46-60_con,min_46-60_goal,min_61-75_con,min_61-75_goal,min_76-90_con,min_76-90_goal
68,5,22,5,27,19,5,32,9,Swansea City,2015,3,27,-8,19,19,9,24,7,1.26,1.68,0.42,2.5,0.5,0.34,0.21,38,0.16,0.29,0.95,0.68,0.42,0.24,0.16,0.05,0.0,2.58,0.53,0.32,0.16,0.16,0.32,1.0,0.79,0.42,0.21,0.11,0.05,0.0,2.42,0.47,0.37,0.26,0.16,0.26,0.89,0.58,0.42,0.26,0.21,0.05,0.0,1.08,0.26,0.53,0.55,0.21,0.18,0.66,0.34,0.05,0.03,0.0,0.0,0.0,22.0,19.0,27.0,27.0,4.0,6.0,7.0,8.0,11.0,5.0,8.0,5.0,10.0,10.0,9.0,12.0
69,4,18,7,25,19,6,31,9,West Ham Utd,2015,7,29,-10,19,19,9,16,3,0.84,1.63,0.79,2.39,0.55,0.24,0.29,38,0.21,0.16,0.92,0.76,0.47,0.24,0.0,0.0,0.0,2.26,0.53,0.37,0.16,0.11,0.32,0.95,0.68,0.42,0.21,0.0,0.0,0.0,2.53,0.58,0.11,0.42,0.32,0.0,0.89,0.84,0.53,0.26,0.0,0.0,0.0,1.05,0.21,0.53,0.58,0.26,0.21,0.68,0.29,0.08,0.0,0.0,0.0,0.0,21.0,19.0,26.0,25.0,3.0,5.0,7.0,6.0,11.0,8.0,6.0,11.0,7.0,10.0,13.0,4.0
70,7,21,6,27,19,5,28,7,Everton,2015,4,29,-8,21,19,10,19,5,1.0,1.47,0.47,2.58,0.5,0.26,0.32,38,0.24,0.18,0.92,0.74,0.47,0.24,0.11,0.03,0.03,2.53,0.42,0.42,0.32,0.16,0.26,0.84,0.63,0.47,0.26,0.11,0.05,0.05,2.63,0.58,0.11,0.32,0.32,0.11,1.0,0.84,0.47,0.21,0.11,0.0,0.0,1.13,0.16,0.61,0.5,0.24,0.34,0.74,0.29,0.11,0.0,0.0,0.0,0.0,19.0,24.0,31.0,24.0,3.0,7.0,7.0,9.0,9.0,8.0,5.0,6.0,15.0,5.0,11.0,13.0
71,5,22,6,28,19,7,26,7,Leicester City,2015,3,33,-15,18,19,12,15,4,0.79,1.37,0.58,2.66,0.45,0.26,0.37,38,0.29,0.18,0.92,0.68,0.45,0.32,0.13,0.08,0.05,2.63,0.47,0.32,0.32,0.21,0.21,0.89,0.63,0.47,0.32,0.11,0.11,0.05,2.68,0.42,0.21,0.42,0.37,0.16,0.95,0.74,0.42,0.32,0.16,0.05,0.05,1.26,0.26,0.53,0.55,0.21,0.18,0.66,0.42,0.18,0.0,0.0,0.0,0.0,27.0,21.0,28.0,25.0,5.0,6.0,10.0,8.0,12.0,7.0,11.0,8.0,8.0,7.0,9.0,10.0
72,5,27,-1,26,19,7,26,7,Newcastle Utd,2015,4,36,-22,14,19,12,13,3,0.68,1.37,0.69,2.71,0.47,0.21,0.34,38,0.32,0.18,0.97,0.74,0.5,0.29,0.16,0.05,0.0,2.79,0.58,0.26,0.16,0.16,0.26,1.0,0.68,0.47,0.32,0.21,0.11,0.0,2.63,0.37,0.16,0.53,0.47,0.11,0.95,0.79,0.53,0.26,0.11,0.0,0.0,1.08,0.18,0.42,0.68,0.39,0.13,0.71,0.32,0.05,0.0,0.0,0.0,0.0,28.0,13.0,35.0,27.0,10.0,1.0,11.0,4.0,7.0,8.0,16.0,9.0,7.0,9.0,12.0,9.0
73,4,26,-2,24,19,8,25,7,West Brom,2015,7,25,-11,14,19,8,19,4,1.0,1.32,0.32,2.34,0.37,0.42,0.34,38,0.21,0.29,0.87,0.66,0.45,0.26,0.11,0.0,0.0,2.63,0.37,0.42,0.26,0.21,0.37,0.95,0.68,0.53,0.37,0.11,0.0,0.0,2.05,0.37,0.42,0.42,0.21,0.21,0.79,0.63,0.37,0.16,0.11,0.0,0.0,1.29,0.18,0.5,0.66,0.32,0.16,0.66,0.42,0.18,0.03,0.0,0.0,0.0,33.0,16.0,18.0,22.0,13.0,7.0,8.0,4.0,12.0,5.0,4.0,10.0,6.0,8.0,8.0,4.0
74,5,24,-1,23,19,8,23,6,QP Rangers,2015,1,49,-30,19,19,16,7,2,0.37,1.21,0.84,3.03,0.58,0.16,0.32,38,0.26,0.11,0.95,0.82,0.63,0.37,0.18,0.08,0.0,2.47,0.53,0.26,0.32,0.21,0.16,0.89,0.68,0.47,0.26,0.16,0.0,0.0,3.58,0.63,0.05,0.32,0.32,0.05,1.0,0.95,0.79,0.47,0.21,0.16,0.0,1.34,0.21,0.45,0.66,0.34,0.13,0.68,0.42,0.24,0.0,0.0,0.0,0.0,34.0,17.0,39.0,25.0,8.0,2.0,10.0,5.0,16.0,10.0,11.0,5.0,11.0,9.0,17.0,11.0
75,3,27,-6,21,19,10,21,6,Crystal Palace,2015,6,24,2,26,19,6,27,7,1.42,1.11,-0.31,2.58,0.58,0.18,0.34,38,0.24,0.08,0.89,0.71,0.53,0.32,0.11,0.03,0.0,2.53,0.63,0.16,0.26,0.21,0.11,0.95,0.79,0.53,0.26,0.0,0.0,0.0,2.63,0.53,0.21,0.42,0.26,0.05,0.84,0.63,0.53,0.37,0.21,0.05,0.0,1.05,0.24,0.47,0.66,0.29,0.11,0.63,0.34,0.08,0.0,0.0,0.0,0.0,23.0,17.0,28.0,30.0,10.0,2.0,4.0,6.0,9.0,9.0,9.0,16.0,4.0,5.0,15.0,9.0
76,6,25,-7,18,19,8,21,5,Aston Villa,2015,2,32,-19,13,19,12,17,5,0.89,1.11,0.22,2.32,0.37,0.26,0.47,38,0.37,0.16,0.89,0.61,0.42,0.18,0.13,0.05,0.03,2.26,0.53,0.21,0.42,0.26,0.05,0.84,0.68,0.47,0.11,0.11,0.05,0.0,2.37,0.21,0.32,0.53,0.47,0.26,0.95,0.53,0.37,0.26,0.16,0.05,0.05,1.21,0.11,0.53,0.58,0.37,0.32,0.79,0.21,0.11,0.05,0.03,0.03,0.0,24.0,22.0,33.0,9.0,10.0,4.0,6.0,8.0,8.0,10.0,6.0,2.0,9.0,3.0,18.0,4.0
77,5,24,-5,19,19,9,20,5,Hull City,2015,6,27,-13,14,19,10,15,3,0.79,1.05,0.26,2.21,0.39,0.26,0.45,38,0.34,0.16,0.89,0.66,0.37,0.21,0.05,0.03,0.0,2.26,0.42,0.32,0.37,0.26,0.21,0.89,0.63,0.37,0.21,0.11,0.05,0.0,2.16,0.37,0.21,0.53,0.42,0.11,0.89,0.68,0.37,0.21,0.0,0.0,0.0,1.0,0.13,0.61,0.66,0.26,0.21,0.61,0.26,0.08,0.05,0.0,0.0,0.0,22.0,16.0,29.0,17.0,10.0,2.0,3.0,6.0,9.0,8.0,6.0,9.0,11.0,4.0,12.0,4.0
78,8,27,-11,16,19,7,20,4,Sunderland,2015,9,26,-11,15,19,7,18,3,0.95,1.05,0.1,2.21,0.45,0.34,0.45,38,0.21,0.11,0.76,0.63,0.34,0.29,0.11,0.03,0.03,2.26,0.47,0.32,0.42,0.21,0.11,0.79,0.68,0.37,0.32,0.11,0.0,0.0,2.16,0.42,0.37,0.47,0.21,0.11,0.74,0.58,0.32,0.26,0.11,0.05,0.05,1.11,0.29,0.53,0.61,0.18,0.11,0.58,0.39,0.11,0.03,0.0,0.0,0.0,25.0,17.0,28.0,14.0,6.0,5.0,10.0,7.0,9.0,5.0,8.0,2.0,10.0,3.0,10.0,9.0
79,7,21,-7,14,19,8,19,4,Burnley,2015,5,32,-18,14,19,11,14,3,0.74,1.0,0.26,2.13,0.39,0.26,0.47,38,0.34,0.13,0.87,0.55,0.37,0.26,0.05,0.03,0.0,1.84,0.42,0.37,0.42,0.21,0.16,0.79,0.42,0.32,0.26,0.05,0.0,0.0,2.42,0.37,0.16,0.53,0.47,0.11,0.95,0.68,0.42,0.26,0.05,0.05,0.0,1.24,0.26,0.45,0.68,0.29,0.05,0.61,0.34,0.26,0.03,0.0,0.0,0.0,31.0,16.0,22.0,12.0,5.0,8.0,13.0,4.0,13.0,4.0,9.0,3.0,7.0,4.0,6.0,5.0
80,6,18,17,35,19,1,42,12,Leicester City,2016,6,18,15,33,19,2,39,11,2.05,2.21,0.16,2.74,0.58,0.39,0.08,38,0.03,0.34,0.95,0.74,0.53,0.32,0.13,0.05,0.03,2.79,0.53,0.47,0.11,0.0,0.37,0.89,0.68,0.53,0.37,0.16,0.11,0.05,2.68,0.63,0.32,0.05,0.05,0.32,1.0,0.79,0.53,0.26,0.11,0.0,0.0,1.08,0.13,0.74,0.45,0.13,0.42,0.68,0.32,0.08,0.0,0.0,0.0,0.0,13.0,28.0,23.0,40.0,3.0,6.0,5.0,13.0,5.0,9.0,4.0,11.0,8.0,14.0,11.0,15.0
81,5,9,18,27,19,2,41,12,Manchester Utd,2016,4,26,-4,22,19,8,25,7,1.32,2.16,0.84,2.21,0.39,0.47,0.26,38,0.13,0.34,0.87,0.61,0.45,0.16,0.11,0.03,0.0,1.89,0.32,0.63,0.26,0.05,0.42,0.79,0.53,0.37,0.16,0.05,0.0,0.0,2.53,0.47,0.32,0.26,0.21,0.26,0.95,0.68,0.53,0.16,0.16,0.05,0.0,0.92,0.18,0.71,0.55,0.11,0.26,0.55,0.29,0.08,0.0,0.0,0.0,0.0,14.0,21.0,21.0,28.0,6.0,5.0,5.0,8.0,3.0,8.0,2.0,10.0,8.0,9.0,11.0,9.0
82,4,11,20,31,19,3,40,12,Arsenal,2016,7,25,9,34,19,4,31,8,1.63,2.11,0.48,2.66,0.42,0.47,0.21,38,0.11,0.37,0.89,0.79,0.5,0.26,0.11,0.08,0.03,2.21,0.37,0.53,0.21,0.11,0.42,0.89,0.74,0.42,0.16,0.0,0.0,0.0,3.11,0.47,0.42,0.21,0.11,0.32,0.89,0.84,0.58,0.37,0.21,0.16,0.05,1.45,0.29,0.58,0.39,0.13,0.32,0.74,0.47,0.18,0.05,0.0,0.0,0.0,20.0,35.0,16.0,30.0,3.0,10.0,5.0,10.0,12.0,15.0,6.0,7.0,4.0,12.0,6.0,11.0
83,2,21,26,47,19,5,38,12,Manchester City,2016,7,20,4,24,19,5,28,7,1.47,2.0,0.53,2.95,0.5,0.42,0.21,38,0.08,0.29,0.87,0.79,0.66,0.37,0.16,0.08,0.03,3.58,0.63,0.32,0.11,0.05,0.26,0.95,0.89,0.84,0.53,0.21,0.11,0.05,2.32,0.37,0.53,0.32,0.11,0.32,0.79,0.68,0.47,0.21,0.11,0.05,0.0,1.45,0.29,0.58,0.45,0.13,0.26,0.68,0.53,0.16,0.05,0.03,0.0,0.0,23.0,32.0,18.0,39.0,8.0,11.0,6.0,11.0,9.0,10.0,10.0,14.0,3.0,9.0,5.0,16.0
84,6,15,20,35,19,3,36,10,Tottenham,2016,7,20,14,34,19,3,34,9,1.79,1.89,0.1,2.74,0.58,0.34,0.16,38,0.08,0.26,0.92,0.76,0.55,0.32,0.13,0.05,0.0,2.63,0.53,0.42,0.21,0.05,0.26,0.84,0.68,0.63,0.32,0.16,0.0,0.0,2.84,0.63,0.26,0.11,0.11,0.26,1.0,0.84,0.47,0.32,0.11,0.11,0.0,1.24,0.21,0.63,0.45,0.16,0.34,0.71,0.45,0.05,0.03,0.0,0.0,0.0,16.0,31.0,19.0,38.0,3.0,6.0,6.0,10.0,7.0,15.0,2.0,9.0,5.0,14.0,12.0,15.0
85,3,22,17,39,19,5,36,11,Southampton,2016,6,19,1,20,19,6,27,7,1.42,1.89,0.47,2.63,0.5,0.32,0.26,38,0.18,0.24,0.92,0.71,0.5,0.32,0.13,0.05,0.0,3.21,0.53,0.32,0.16,0.16,0.32,1.0,0.89,0.63,0.42,0.21,0.05,0.0,2.05,0.47,0.32,0.37,0.21,0.16,0.84,0.53,0.37,0.21,0.05,0.05,0.0,1.18,0.16,0.61,0.5,0.24,0.34,0.74,0.39,0.05,0.0,0.0,0.0,0.0,19.0,26.0,22.0,33.0,3.0,8.0,5.0,7.0,11.0,11.0,3.0,6.0,8.0,16.0,11.0,11.0
86,7,26,8,34,19,3,34,9,West Ham Utd,2016,7,25,6,31,19,5,28,7,1.47,1.79,0.32,3.05,0.66,0.29,0.13,38,0.05,0.21,0.92,0.84,0.63,0.42,0.16,0.05,0.03,3.16,0.68,0.32,0.05,0.0,0.26,0.95,0.84,0.58,0.42,0.21,0.11,0.05,2.95,0.63,0.26,0.21,0.11,0.16,0.89,0.84,0.68,0.42,0.11,0.0,0.0,1.45,0.24,0.47,0.42,0.29,0.34,0.87,0.45,0.11,0.03,0.0,0.0,0.0,27.0,28.0,24.0,37.0,10.0,8.0,9.0,9.0,8.0,11.0,9.0,12.0,7.0,6.0,8.0,19.0
87,8,22,11,33,19,3,32,8,Liverpool,2016,4,28,2,30,19,7,28,8,1.47,1.68,0.21,2.97,0.55,0.29,0.21,38,0.16,0.24,0.95,0.79,0.53,0.37,0.18,0.08,0.03,2.89,0.58,0.32,0.11,0.11,0.32,1.0,0.79,0.53,0.37,0.16,0.05,0.0,3.05,0.53,0.26,0.32,0.21,0.16,0.89,0.79,0.53,0.37,0.21,0.11,0.05,1.24,0.24,0.63,0.53,0.13,0.24,0.61,0.47,0.11,0.05,0.0,0.0,0.0,19.0,28.0,31.0,35.0,7.0,5.0,7.0,11.0,5.0,12.0,7.0,9.0,11.0,14.0,13.0,12.0
88,6,20,0,20,19,5,30,8,Swansea City,2016,5,32,-10,22,19,10,17,4,0.89,1.58,0.69,2.47,0.53,0.24,0.32,38,0.24,0.16,0.92,0.66,0.53,0.26,0.08,0.03,0.0,2.11,0.37,0.42,0.32,0.21,0.32,0.89,0.53,0.37,0.21,0.05,0.05,0.0,2.84,0.68,0.05,0.32,0.26,0.0,0.95,0.79,0.68,0.32,0.11,0.0,0.0,1.11,0.21,0.61,0.55,0.18,0.24,0.63,0.32,0.13,0.03,0.0,0.0,0.0,19.0,23.0,33.0,19.0,9.0,4.0,8.0,9.0,2.0,10.0,10.0,4.0,14.0,10.0,9.0,5.0
89,7,24,8,32,19,5,28,7,Newcastle Utd,2016,3,41,-29,12,19,14,9,2,0.47,1.47,1.0,2.87,0.5,0.21,0.37,38,0.29,0.13,0.92,0.68,0.53,0.32,0.18,0.16,0.05,2.95,0.58,0.26,0.21,0.16,0.21,0.95,0.74,0.53,0.32,0.16,0.16,0.05,2.79,0.42,0.16,0.53,0.42,0.05,0.89,0.63,0.53,0.32,0.21,0.16,0.05,1.21,0.16,0.47,0.66,0.37,0.18,0.71,0.32,0.11,0.05,0.03,0.0,0.0,29.0,17.0,36.0,27.0,10.0,4.0,9.0,4.0,10.0,9.0,14.0,4.0,7.0,11.0,15.0,12.0
90,4,24,-2,22,19,7,28,8,Stoke City,2016,5,31,-12,19,19,8,23,6,1.21,1.47,0.26,2.53,0.47,0.26,0.34,38,0.26,0.18,0.92,0.74,0.53,0.24,0.05,0.03,0.03,2.42,0.47,0.26,0.32,0.26,0.21,0.95,0.74,0.53,0.21,0.0,0.0,0.0,2.63,0.47,0.26,0.37,0.26,0.16,0.89,0.74,0.53,0.26,0.11,0.05,0.05,1.05,0.08,0.58,0.66,0.34,0.26,0.68,0.29,0.08,0.0,0.0,0.0,0.0,23.0,17.0,32.0,24.0,5.0,8.0,7.0,7.0,11.0,2.0,7.0,12.0,12.0,1.0,13.0,11.0
91,6,20,3,23,19,7,24,6,Sunderland,2016,6,42,-17,25,19,10,15,3,0.79,1.26,0.47,2.89,0.55,0.18,0.32,38,0.26,0.13,0.95,0.74,0.53,0.39,0.16,0.08,0.03,2.26,0.42,0.26,0.42,0.32,0.16,0.89,0.63,0.42,0.26,0.05,0.0,0.0,3.53,0.68,0.11,0.21,0.21,0.11,1.0,0.84,0.63,0.53,0.26,0.16,0.05,1.26,0.24,0.5,0.58,0.26,0.18,0.68,0.39,0.18,0.0,0.0,0.0,0.0,30.0,18.0,32.0,30.0,10.0,4.0,9.0,2.0,11.0,12.0,13.0,9.0,11.0,7.0,8.0,14.0
92,9,30,2,32,19,5,24,5,Chelsea,2016,5,23,4,27,19,7,26,7,1.37,1.26,-0.11,2.95,0.63,0.24,0.21,38,0.13,0.16,0.92,0.79,0.63,0.42,0.13,0.05,0.0,3.26,0.74,0.16,0.11,0.11,0.16,1.0,0.89,0.63,0.53,0.11,0.11,0.0,2.63,0.53,0.32,0.32,0.16,0.16,0.84,0.68,0.63,0.32,0.16,0.0,0.0,1.29,0.26,0.53,0.5,0.21,0.24,0.71,0.39,0.16,0.03,0.0,0.0,0.0,20.0,29.0,33.0,30.0,0.0,9.0,6.0,9.0,14.0,11.0,11.0,9.0,8.0,9.0,14.0,12.0
93,6,19,1,20,19,7,24,6,Watford,2016,3,31,-11,20,19,10,21,6,1.11,1.26,0.15,2.37,0.45,0.29,0.37,38,0.26,0.18,0.89,0.68,0.47,0.21,0.08,0.03,0.0,2.05,0.42,0.42,0.37,0.16,0.21,0.79,0.63,0.47,0.11,0.05,0.0,0.0,2.68,0.47,0.16,0.37,0.37,0.16,1.0,0.74,0.47,0.32,0.11,0.05,0.0,1.0,0.21,0.58,0.58,0.21,0.21,0.63,0.32,0.03,0.03,0.0,0.0,0.0,20.0,18.0,30.0,22.0,4.0,6.0,7.0,5.0,9.0,7.0,10.0,8.0,10.0,5.0,10.0,9.0
94,5,30,5,35,19,8,23,6,Everton,2016,9,25,-1,24,19,5,24,5,1.26,1.21,-0.05,3.0,0.55,0.26,0.29,38,0.18,0.16,0.89,0.82,0.58,0.34,0.18,0.11,0.05,3.42,0.63,0.16,0.21,0.21,0.16,1.0,0.95,0.63,0.37,0.21,0.11,0.11,2.58,0.47,0.37,0.37,0.16,0.16,0.79,0.68,0.53,0.32,0.16,0.11,0.0,1.5,0.29,0.5,0.47,0.21,0.24,0.74,0.58,0.18,0.0,0.0,0.0,0.0,27.0,30.0,28.0,29.0,5.0,5.0,6.0,14.0,16.0,11.0,6.0,9.0,7.0,6.0,15.0,14.0
95,5,30,-4,26,19,8,23,6,Norwich City,2016,2,37,-24,13,19,14,11,3,0.58,1.21,0.63,2.79,0.47,0.13,0.42,38,0.39,0.11,0.97,0.71,0.53,0.26,0.11,0.08,0.05,2.95,0.58,0.21,0.26,0.21,0.16,0.95,0.74,0.53,0.32,0.16,0.11,0.05,2.63,0.37,0.05,0.58,0.58,0.05,1.0,0.68,0.53,0.21,0.05,0.05,0.05,1.05,0.16,0.53,0.71,0.32,0.13,0.61,0.29,0.08,0.05,0.03,0.0,0.0,24.0,16.0,43.0,23.0,7.0,2.0,8.0,6.0,9.0,8.0,12.0,9.0,16.0,8.0,15.0,6.0
96,5,26,-6,20,19,8,23,6,West Brom,2016,8,22,-8,14,19,7,20,4,1.05,1.21,0.16,2.16,0.45,0.29,0.37,38,0.26,0.18,0.89,0.61,0.37,0.18,0.11,0.0,0.0,2.42,0.53,0.26,0.32,0.21,0.16,0.89,0.63,0.47,0.21,0.21,0.0,0.0,1.89,0.37,0.32,0.42,0.32,0.21,0.89,0.58,0.26,0.16,0.0,0.0,0.0,1.11,0.21,0.55,0.61,0.24,0.18,0.63,0.34,0.11,0.03,0.0,0.0,0.0,24.0,18.0,24.0,16.0,5.0,5.0,11.0,4.0,8.0,9.0,7.0,7.0,7.0,3.0,10.0,6.0
97,3,23,-4,19,19,10,21,6,Crystal Palace,2016,6,28,-8,20,19,8,21,5,1.11,1.11,0.0,2.37,0.53,0.21,0.37,38,0.26,0.11,0.89,0.63,0.5,0.24,0.08,0.03,0.0,2.21,0.47,0.32,0.37,0.21,0.16,0.84,0.58,0.53,0.16,0.05,0.05,0.0,2.53,0.58,0.11,0.37,0.32,0.05,0.95,0.68,0.47,0.32,0.11,0.0,0.0,0.89,0.18,0.55,0.71,0.26,0.11,0.55,0.24,0.08,0.03,0.0,0.0,0.0,21.0,13.0,30.0,26.0,4.0,2.0,8.0,6.0,9.0,5.0,7.0,6.0,8.0,10.0,15.0,10.0
98,5,34,-11,23,19,9,20,5,Bournemouth,2016,4,33,-11,22,19,9,22,6,1.16,1.05,-0.11,2.95,0.61,0.18,0.29,38,0.21,0.11,0.92,0.82,0.58,0.34,0.16,0.11,0.03,3.0,0.58,0.21,0.26,0.21,0.16,0.95,0.84,0.53,0.37,0.21,0.11,0.0,2.89,0.63,0.16,0.32,0.21,0.05,0.89,0.79,0.63,0.32,0.11,0.11,0.05,1.55,0.26,0.37,0.53,0.37,0.21,0.84,0.47,0.13,0.08,0.03,0.0,0.0,38.0,21.0,29.0,24.0,9.0,9.0,15.0,7.0,14.0,5.0,7.0,6.0,10.0,4.0,12.0,14.0
99,5,35,-21,14,19,12,11,2,Aston Villa,2016,3,41,-28,13,19,15,6,1,0.32,0.58,0.26,2.71,0.45,0.16,0.47,38,0.39,0.08,0.92,0.74,0.47,0.37,0.16,0.05,0.0,2.58,0.42,0.21,0.47,0.37,0.11,0.89,0.68,0.42,0.32,0.16,0.11,0.0,2.84,0.47,0.11,0.47,0.42,0.05,0.95,0.79,0.53,0.42,0.16,0.0,0.0,1.03,0.11,0.39,0.82,0.5,0.08,0.68,0.26,0.08,0.0,0.0,0.0,0.0,31.0,8.0,45.0,19.0,7.0,1.0,11.0,1.0,13.0,6.0,17.0,3.0,13.0,9.0,15.0,7.0
100,2,9,38,47,19,0,53,17,Tottenham,2017,6,17,22,39,19,4,33,9,1.74,2.79,1.05,2.95,0.47,0.45,0.13,38,0.08,0.39,0.95,0.79,0.53,0.37,0.18,0.05,0.05,2.95,0.37,0.63,0.0,0.0,0.63,1.0,0.84,0.58,0.37,0.16,0.0,0.0,2.95,0.58,0.26,0.26,0.16,0.16,0.89,0.74,0.47,0.37,0.21,0.11,0.11,1.24,0.08,0.74,0.47,0.18,0.45,0.71,0.39,0.11,0.03,0.0,0.0,0.0,11.0,36.0,15.0,50.0,3.0,10.0,5.0,9.0,3.0,17.0,6.0,18.0,5.0,11.0,4.0,21.0
101,0,17,38,55,19,2,51,17,Chelsea,2017,3,16,14,30,19,3,42,13,2.21,2.68,0.47,3.11,0.5,0.42,0.08,38,0.08,0.42,1.0,0.87,0.68,0.29,0.13,0.11,0.03,3.79,0.58,0.42,0.0,0.0,0.42,1.0,0.95,0.89,0.42,0.26,0.21,0.05,2.42,0.42,0.42,0.16,0.16,0.42,1.0,0.79,0.47,0.16,0.0,0.0,0.0,1.47,0.26,0.61,0.29,0.13,0.45,0.84,0.45,0.18,0.0,0.0,0.0,0.0,19.0,37.0,14.0,48.0,7.0,12.0,5.0,12.0,7.0,13.0,7.0,12.0,3.0,14.0,4.0,22.0
102,3,16,23,39,19,2,45,14,Arsenal,2017,3,28,10,38,19,7,30,9,1.58,2.37,0.79,3.18,0.61,0.34,0.11,38,0.05,0.29,0.95,0.87,0.66,0.42,0.18,0.08,0.03,2.89,0.53,0.47,0.05,0.0,0.42,0.95,0.84,0.58,0.32,0.11,0.05,0.05,3.47,0.68,0.21,0.16,0.11,0.16,0.95,0.89,0.74,0.53,0.26,0.11,0.0,1.16,0.21,0.66,0.45,0.13,0.34,0.68,0.37,0.11,0.0,0.0,0.0,0.0,17.0,27.0,27.0,50.0,6.0,7.0,6.0,8.0,5.0,12.0,12.0,15.0,9.0,12.0,6.0,23.0
103,4,16,26,42,19,2,43,13,Everton,2017,6,28,-8,20,19,9,18,4,0.95,2.26,1.31,2.79,0.5,0.34,0.21,38,0.16,0.29,0.95,0.76,0.5,0.32,0.13,0.05,0.03,3.05,0.47,0.42,0.11,0.11,0.42,1.0,0.84,0.53,0.32,0.11,0.11,0.05,2.53,0.53,0.26,0.32,0.21,0.16,0.89,0.68,0.47,0.32,0.16,0.0,0.0,1.18,0.21,0.55,0.58,0.24,0.21,0.66,0.32,0.13,0.05,0.03,0.0,0.0,22.0,23.0,22.0,39.0,8.0,4.0,8.0,7.0,6.0,12.0,8.0,11.0,6.0,6.0,8.0,22.0
