,D_home,GA_home,GD_home,GF_home,GP_home,L_home,Pts_home,W_home,team,year,D_away,GA_away,GD_away,GF_away,GP_away,L_away,Pts_away,W_away,ppg_away,ppg_home,ppg_home_away_diff,Avg_all,BTS_all,CS_all,FTS_all,GP_all,LTN_all,WTN_all,g_0.5+_all,g_1.5+_all,g_2.5+_all,g_3.5+_all,g_4.5+_all,g_5.5+_all,g_6.5+_all,Avg_home,BTS_home,CS_home,FTS_home,LTN_home,WTN_home,g_0.5+_home,g_1.5+_home,g_2.5+_home,g_3.5+_home,g_4.5+_home,g_5.5+_home,g_6.5+_home,Avg_away,BTS_away,CS_away,FTS_away,LTN_away,WTN_away,g_0.5+_away,g_1.5+_away,g_2.5+_away,g_3.5+_away,g_4.5+_away,g_5.5+_away,g_6.5+_away,Avg_htime,BTS_htime,CS_htime,FTS_htime,LTN_htime,WTN_htime,g_0.5+_htime,g_1.5+_htime,g_2.5+_htime,g_3.5+_htime,g_4.5+_htime,g_5.5+_htime,g_6.5+_htime,half_1_con,half_1_goal,half_2_con,half_2_goal,min_0-15_con,min_0-15_goal,min_16-30_con,min_16-30_goal,min_31-45_con,min_31-45_goal,min_46-60_con,min_46-60_goal,min_61-75_con,min_61-75_goal,min_76-90_con,min_76-90_goal
104,5,18,27,45,19,2,41,12,Liverpool,2017,5,24,9,33,19,4,35,10,1.84,2.16,0.32,3.16,0.63,0.32,0.13,38,0.05,0.24,0.92,0.82,0.61,0.39,0.21,0.13,0.08,3.32,0.68,0.32,0.11,0.0,0.21,0.89,0.84,0.68,0.47,0.26,0.11,0.05,3.0,0.58,0.32,0.16,0.11,0.26,0.95,0.79,0.53,0.32,0.16,0.16,0.11,1.55,0.26,0.58,0.34,0.16,0.39,0.82,0.5,0.18,0.03,0.03,0.0,0.0,20.0,39.0,22.0,39.0,5.0,5.0,6.0,16.0,9.0,18.0,6.0,18.0,8.0,14.0,8.0,7.0
105,7,17,20,37,19,1,40,11,Manchester City,2017,2,22,21,43,19,5,38,12,2.0,2.11,0.11,3.13,0.61,0.32,0.13,38,0.08,0.26,0.95,0.92,0.71,0.42,0.11,0.03,0.0,2.84,0.74,0.26,0.11,0.0,0.16,0.89,0.89,0.63,0.37,0.05,0.0,0.0,3.42,0.47,0.37,0.16,0.16,0.37,1.0,0.95,0.79,0.47,0.16,0.05,0.0,1.39,0.16,0.66,0.39,0.18,0.45,0.79,0.39,0.18,0.03,0.0,0.0,0.0,17.0,36.0,22.0,44.0,8.0,9.0,2.0,13.0,7.0,14.0,7.0,14.0,5.0,11.0,10.0,19.0
106,10,12,14,26,19,1,34,8,Manchester Utd,2017,5,17,11,28,19,4,35,10,1.84,1.79,-0.05,2.18,0.5,0.45,0.21,38,0.05,0.29,0.84,0.79,0.34,0.18,0.03,0.0,0.0,2.0,0.58,0.42,0.16,0.0,0.26,0.84,0.79,0.21,0.11,0.05,0.0,0.0,2.37,0.42,0.47,0.26,0.11,0.32,0.84,0.79,0.47,0.26,0.0,0.0,0.0,1.03,0.08,0.76,0.47,0.16,0.45,0.68,0.24,0.08,0.03,0.0,0.0,0.0,11.0,28.0,18.0,26.0,4.0,4.0,4.0,9.0,3.0,15.0,4.0,7.0,6.0,7.0,8.0,12.0
107,4,25,6,31,19,5,34,10,Leicester City,2017,4,38,-21,17,19,13,10,2,0.53,1.79,1.26,2.92,0.53,0.24,0.32,38,0.24,0.16,0.92,0.79,0.63,0.32,0.16,0.08,0.03,2.95,0.47,0.37,0.26,0.16,0.26,0.89,0.84,0.63,0.32,0.11,0.11,0.05,2.89,0.58,0.11,0.37,0.32,0.05,0.95,0.74,0.63,0.32,0.21,0.05,0.0,1.47,0.18,0.5,0.55,0.32,0.26,0.76,0.42,0.18,0.08,0.03,0.0,0.0,33.0,23.0,30.0,25.0,9.0,8.0,6.0,5.0,18.0,10.0,8.0,13.0,9.0,3.0,13.0,9.0
108,3,20,6,26,19,6,33,10,Burnley,2017,4,35,-22,13,19,14,7,1,0.37,1.74,1.37,2.47,0.5,0.26,0.32,38,0.24,0.18,0.92,0.74,0.5,0.21,0.11,0.0,0.0,2.42,0.47,0.32,0.21,0.21,0.32,1.0,0.68,0.37,0.21,0.16,0.0,0.0,2.53,0.53,0.21,0.42,0.26,0.05,0.84,0.79,0.63,0.21,0.05,0.0,0.0,0.97,0.18,0.61,0.66,0.21,0.16,0.55,0.37,0.05,0.0,0.0,0.0,0.0,21.0,16.0,34.0,23.0,5.0,7.0,6.0,5.0,10.0,4.0,8.0,6.0,14.0,6.0,12.0,11.0
109,4,29,6,35,19,6,31,9,Bournemouth,2017,6,38,-18,20,19,10,15,3,0.79,1.63,0.84,3.21,0.55,0.26,0.24,38,0.18,0.21,0.95,0.79,0.61,0.47,0.16,0.11,0.08,3.37,0.58,0.32,0.16,0.11,0.26,0.95,0.79,0.63,0.53,0.21,0.16,0.11,3.05,0.53,0.21,0.32,0.26,0.16,0.95,0.79,0.58,0.42,0.11,0.05,0.05,1.47,0.29,0.45,0.42,0.26,0.29,0.84,0.47,0.13,0.03,0.0,0.0,0.0,29.0,27.0,38.0,28.0,7.0,9.0,15.0,8.0,7.0,10.0,12.0,5.0,13.0,8.0,13.0,15.0
110,2,22,5,27,19,8,29,9,West Brom,2017,7,29,-13,16,19,9,16,3,0.84,1.53,0.69,2.47,0.5,0.16,0.39,38,0.34,0.11,0.95,0.71,0.47,0.29,0.03,0.03,0.0,2.58,0.42,0.21,0.42,0.37,0.16,0.95,0.68,0.47,0.37,0.05,0.05,0.0,2.37,0.58,0.11,0.37,0.32,0.05,0.95,0.74,0.47,0.21,0.0,0.0,0.0,1.11,0.13,0.58,0.63,0.29,0.24,0.66,0.37,0.08,0.0,0.0,0.0,0.0,21.0,21.0,30.0,22.0,5.0,8.0,9.0,4.0,7.0,9.0,8.0,6.0,6.0,9.0,16.0,7.0
111,4,29,-4,25,19,7,28,8,Watford,2017,3,39,-24,15,19,13,12,3,0.63,1.47,0.84,2.84,0.47,0.18,0.39,38,0.34,0.13,0.95,0.71,0.47,0.34,0.18,0.11,0.08,2.84,0.58,0.26,0.21,0.16,0.21,0.95,0.68,0.53,0.37,0.21,0.05,0.05,2.84,0.37,0.11,0.58,0.53,0.05,0.95,0.74,0.42,0.32,0.16,0.16,0.11,1.37,0.13,0.47,0.66,0.39,0.21,0.74,0.34,0.24,0.05,0.0,0.0,0.0,35.0,17.0,33.0,23.0,4.0,9.0,10.0,2.0,21.0,6.0,15.0,10.0,6.0,7.0,12.0,6.0
112,4,35,-7,28,19,7,28,8,Hull City,2017,3,45,-36,9,19,15,6,1,0.32,1.47,1.15,3.08,0.5,0.13,0.42,38,0.37,0.08,0.95,0.84,0.55,0.37,0.16,0.13,0.05,3.32,0.63,0.11,0.26,0.26,0.11,1.0,0.95,0.58,0.32,0.21,0.16,0.05,2.84,0.37,0.16,0.58,0.47,0.05,0.89,0.74,0.53,0.42,0.11,0.11,0.05,1.03,0.13,0.47,0.76,0.39,0.11,0.63,0.21,0.11,0.05,0.03,0.0,0.0,28.0,11.0,52.0,26.0,10.0,3.0,6.0,3.0,12.0,5.0,9.0,5.0,17.0,12.0,26.0,9.0
113,6,24,0,24,19,6,27,7,Stoke City,2017,5,32,-15,17,19,10,17,4,0.89,1.42,0.53,2.55,0.5,0.29,0.29,38,0.21,0.21,0.92,0.74,0.39,0.34,0.13,0.03,0.0,2.53,0.53,0.37,0.21,0.11,0.26,0.89,0.79,0.42,0.32,0.11,0.0,0.0,2.58,0.47,0.21,0.37,0.32,0.16,0.95,0.68,0.37,0.37,0.16,0.05,0.0,1.21,0.16,0.55,0.55,0.29,0.29,0.74,0.34,0.08,0.05,0.0,0.0,0.0,23.0,23.0,33.0,18.0,8.0,6.0,3.0,7.0,12.0,10.0,10.0,6.0,13.0,9.0,10.0,3.0
114,3,34,-7,27,19,8,27,8,Swansea City,2017,2,36,-18,18,19,13,14,4,0.74,1.42,0.68,3.03,0.55,0.21,0.29,38,0.24,0.16,0.95,0.82,0.63,0.37,0.16,0.03,0.03,3.21,0.53,0.32,0.26,0.16,0.21,0.89,0.84,0.68,0.42,0.16,0.05,0.05,2.84,0.58,0.11,0.32,0.32,0.11,1.0,0.79,0.58,0.32,0.16,0.0,0.0,1.13,0.16,0.47,0.61,0.37,0.24,0.76,0.32,0.05,0.0,0.0,0.0,0.0,26.0,17.0,44.0,28.0,5.0,7.0,9.0,1.0,12.0,9.0,11.0,5.0,14.0,10.0,19.0,13.0
115,4,31,-12,19,19,8,25,7,West Ham Utd,2017,5,33,-5,28,19,9,20,5,1.05,1.32,0.27,2.92,0.55,0.26,0.24,38,0.18,0.21,0.95,0.74,0.58,0.39,0.18,0.08,0.0,2.63,0.37,0.42,0.26,0.21,0.37,0.95,0.63,0.47,0.32,0.16,0.11,0.0,3.21,0.74,0.11,0.21,0.16,0.05,0.95,0.84,0.68,0.47,0.21,0.05,0.0,1.21,0.24,0.5,0.61,0.26,0.16,0.66,0.32,0.18,0.05,0.0,0.0,0.0,27.0,19.0,37.0,28.0,8.0,7.0,10.0,6.0,9.0,6.0,12.0,5.0,8.0,10.0,17.0,13.0
116,6,21,-4,17,19,7,24,6,Southampton,2017,4,27,-3,24,19,9,22,6,1.16,1.26,0.1,2.34,0.42,0.37,0.39,38,0.21,0.18,0.82,0.66,0.5,0.21,0.08,0.05,0.03,2.0,0.37,0.42,0.42,0.21,0.21,0.79,0.58,0.37,0.21,0.05,0.0,0.0,2.68,0.47,0.32,0.37,0.21,0.16,0.84,0.74,0.63,0.21,0.11,0.11,0.05,0.97,0.21,0.63,0.58,0.16,0.21,0.58,0.32,0.08,0.0,0.0,0.0,0.0,18.0,19.0,30.0,22.0,7.0,5.0,2.0,7.0,9.0,7.0,10.0,7.0,6.0,4.0,14.0,11.0
117,2,25,-1,24,19,11,20,6,Crystal Palace,2017,3,38,-12,26,19,10,21,6,1.11,1.05,-0.06,2.97,0.47,0.18,0.34,38,0.34,0.18,1.0,0.76,0.55,0.32,0.18,0.08,0.03,2.58,0.37,0.26,0.37,0.37,0.26,1.0,0.63,0.53,0.26,0.11,0.05,0.0,3.37,0.58,0.11,0.32,0.32,0.11,1.0,0.89,0.58,0.37,0.26,0.11,0.05,1.24,0.16,0.39,0.68,0.45,0.16,0.76,0.32,0.08,0.05,0.03,0.0,0.0,30.0,17.0,33.0,33.0,9.0,5.0,7.0,5.0,14.0,7.0,5.0,7.0,9.0,12.0,19.0,14.0
118,6,23,-6,17,19,9,18,4,Middlesbrough,2017,7,30,-20,10,19,11,10,1,0.53,0.95,0.42,2.11,0.42,0.29,0.47,38,0.29,0.11,0.82,0.61,0.45,0.18,0.03,0.03,0.0,2.11,0.47,0.37,0.32,0.16,0.21,0.84,0.63,0.47,0.16,0.0,0.0,0.0,2.11,0.37,0.21,0.63,0.42,0.0,0.79,0.58,0.42,0.21,0.05,0.05,0.0,1.11,0.16,0.53,0.68,0.32,0.16,0.63,0.32,0.08,0.05,0.03,0.0,0.0,27.0,15.0,26.0,12.0,5.0,5.0,9.0,5.0,13.0,5.0,9.0,5.0,10.0,4.0,7.0,3.0
119,5,34,-18,16,19,11,14,3,Sunderland,2017,1,35,-22,13,19,15,10,3,0.53,0.74,0.21,2.58,0.37,0.16,0.53,38,0.47,0.11,0.95,0.76,0.47,0.26,0.11,0.03,0.0,2.63,0.42,0.21,0.47,0.37,0.11,0.89,0.74,0.58,0.32,0.11,0.0,0.0,2.53,0.32,0.11,0.58,0.58,0.11,1.0,0.79,0.37,0.21,0.11,0.05,0.0,1.0,0.13,0.47,0.79,0.39,0.08,0.61,0.29,0.05,0.05,0.0,0.0,0.0,27.0,11.0,42.0,18.0,9.0,2.0,6.0,2.0,12.0,7.0,10.0,2.0,10.0,8.0,22.0,8.0
120,2,14,47,61,19,1,50,16,Manchester City,2018,2,13,32,45,19,1,50,16,2.63,2.63,0.0,3.5,0.53,0.47,0.05,38,0.0,0.42,0.95,0.84,0.71,0.5,0.29,0.11,0.05,3.95,0.58,0.42,0.05,0.0,0.37,0.95,0.89,0.84,0.63,0.37,0.11,0.05,3.05,0.47,0.53,0.05,0.0,0.47,0.95,0.79,0.58,0.37,0.21,0.11,0.05,1.5,0.24,0.68,0.26,0.08,0.5,0.82,0.45,0.21,0.03,0.0,0.0,0.0,12.0,45.0,15.0,61.0,3.0,12.0,2.0,20.0,7.0,13.0,4.0,18.0,6.0,18.0,5.0,25.0
121,2,20,34,54,19,2,47,15,Arsenal,2018,4,31,-11,20,19,11,16,4,0.84,2.47,1.63,3.29,0.55,0.34,0.16,38,0.11,0.29,0.95,0.82,0.68,0.42,0.26,0.11,0.05,3.89,0.47,0.47,0.05,0.05,0.47,1.0,0.95,0.79,0.53,0.42,0.16,0.05,2.68,0.63,0.21,0.26,0.16,0.11,0.89,0.68,0.58,0.32,0.11,0.05,0.05,1.34,0.16,0.61,0.5,0.24,0.34,0.74,0.37,0.16,0.08,0.0,0.0,0.0,21.0,30.0,30.0,44.0,8.0,11.0,10.0,8.0,3.0,11.0,7.0,15.0,12.0,13.0,11.0,16.0
122,2,9,29,38,19,2,47,15,Manchester Utd,2018,4,19,11,30,19,5,34,10,1.79,2.47,0.68,2.53,0.37,0.5,0.21,38,0.13,0.42,0.92,0.66,0.5,0.32,0.11,0.03,0.0,2.47,0.32,0.63,0.11,0.05,0.58,0.95,0.68,0.53,0.26,0.05,0.0,0.0,2.58,0.42,0.37,0.32,0.21,0.26,0.89,0.63,0.47,0.37,0.16,0.05,0.0,1.13,0.13,0.74,0.47,0.13,0.39,0.66,0.42,0.05,0.0,0.0,0.0,0.0,14.0,29.0,14.0,39.0,4.0,7.0,5.0,9.0,5.0,13.0,6.0,12.0,4.0,9.0,4.0,18.0
123,7,10,35,45,19,0,43,12,Liverpool,2018,5,28,11,39,19,5,32,9,1.68,2.26,0.58,3.21,0.47,0.45,0.18,38,0.08,0.34,0.89,0.82,0.66,0.42,0.29,0.11,0.03,2.89,0.37,0.63,0.16,0.0,0.47,0.84,0.79,0.58,0.37,0.21,0.05,0.05,3.53,0.58,0.26,0.21,0.16,0.21,0.95,0.84,0.74,0.47,0.37,0.16,0.0,1.37,0.16,0.68,0.37,0.16,0.47,0.79,0.45,0.11,0.03,0.0,0.0,0.0,17.0,35.0,21.0,49.0,6.0,8.0,3.0,16.0,8.0,11.0,8.0,17.0,1.0,15.0,12.0,17.0
124,4,16,24,40,19,2,43,13,Tottenham,2018,4,20,14,34,19,5,34,10,1.79,2.26,0.47,2.89,0.5,0.42,0.11,38,0.08,0.39,0.97,0.79,0.45,0.32,0.18,0.08,0.05,2.95,0.47,0.53,0.05,0.0,0.47,0.95,0.74,0.37,0.32,0.21,0.16,0.11,2.84,0.53,0.32,0.16,0.16,0.32,1.0,0.84,0.53,0.32,0.16,0.0,0.0,1.16,0.18,0.66,0.5,0.16,0.32,0.66,0.37,0.11,0.03,0.0,0.0,0.0,17.0,27.0,19.0,47.0,8.0,7.0,6.0,11.0,3.0,9.0,3.0,20.0,6.0,12.0,10.0,15.0
125,4,16,14,30,19,4,37,11,Chelsea,2018,3,22,10,32,19,6,33,10,1.74,1.95,0.21,2.63,0.45,0.42,0.21,38,0.13,0.34,0.92,0.68,0.55,0.32,0.13,0.03,0.0,2.42,0.37,0.53,0.21,0.11,0.42,0.89,0.63,0.42,0.26,0.16,0.05,0.0,2.84,0.53,0.32,0.21,0.16,0.26,0.95,0.74,0.68,0.37,0.11,0.0,0.0,1.13,0.13,0.74,0.47,0.13,0.39,0.66,0.34,0.13,0.0,0.0,0.0,0.0,13.0,30.0,25.0,32.0,3.0,7.0,3.0,13.0,7.0,10.0,6.0,6.0,12.0,13.0,7.0,13.0
126,4,22,6,28,19,5,34,10,Everton,2018,6,36,-20,16,19,10,15,3,0.79,1.79,1.0,2.68,0.53,0.26,0.29,38,0.21,0.18,0.92,0.79,0.47,0.32,0.11,0.05,0.03,2.63,0.47,0.37,0.26,0.16,0.26,0.89,0.74,0.47,0.32,0.11,0.05,0.05,2.74,0.58,0.16,0.32,0.26,0.11,0.95,0.84,0.47,0.32,0.11,0.05,0.0,1.05,0.11,0.58,0.68,0.32,0.21,0.63,0.29,0.08,0.05,0.0,0.0,0.0,25.0,15.0,33.0,29.0,7.0,2.0,8.0,5.0,10.0,8.0,11.0,6.0,6.0,12.0,16.0,11.0
127,8,25,-1,24,19,4,29,7,Brighton,2018,5,29,-19,10,19,12,11,2,0.58,1.53,0.95,2.32,0.42,0.26,0.45,38,0.32,0.13,0.87,0.74,0.34,0.26,0.08,0.03,0.0,2.58,0.58,0.26,0.26,0.16,0.16,0.89,0.74,0.42,0.37,0.11,0.05,0.0,2.05,0.26,0.26,0.63,0.47,0.11,0.84,0.74,0.26,0.16,0.05,0.0,0.0,1.05,0.18,0.58,0.66,0.24,0.16,0.58,0.32,0.11,0.03,0.03,0.0,0.0,24.0,16.0,30.0,18.0,8.0,5.0,7.0,5.0,9.0,6.0,8.0,10.0,9.0,6.0,13.0,2.0
128,4,17,4,21,19,7,28,8,Newcastle Utd,2018,4,30,-12,18,19,11,16,4,0.84,1.47,0.63,2.26,0.42,0.24,0.37,38,0.34,0.21,0.97,0.58,0.42,0.21,0.08,0.0,0.0,2.0,0.32,0.37,0.37,0.32,0.32,0.95,0.58,0.37,0.05,0.05,0.0,0.0,2.53,0.53,0.11,0.37,0.37,0.11,1.0,0.58,0.47,0.37,0.11,0.0,0.0,0.92,0.16,0.61,0.63,0.24,0.21,0.61,0.26,0.05,0.0,0.0,0.0,0.0,19.0,16.0,28.0,23.0,3.0,5.0,8.0,8.0,8.0,3.0,12.0,6.0,9.0,12.0,7.0,5.0
129,6,22,3,25,19,6,27,7,Leicester City,2018,5,38,-7,31,19,9,20,5,1.05,1.42,0.37,3.05,0.63,0.24,0.21,38,0.13,0.16,0.92,0.89,0.55,0.29,0.21,0.08,0.05,2.47,0.53,0.32,0.21,0.16,0.26,0.95,0.89,0.42,0.16,0.05,0.0,0.0,3.63,0.74,0.16,0.21,0.11,0.05,0.89,0.89,0.68,0.42,0.37,0.16,0.11,1.37,0.26,0.47,0.47,0.26,0.26,0.79,0.45,0.11,0.03,0.0,0.0,0.0,26.0,26.0,34.0,30.0,8.0,9.0,5.0,10.0,13.0,7.0,13.0,8.0,9.0,9.0,12.0,13.0
130,6,26,-2,24,19,6,27,7,West Ham Utd,2018,6,42,-18,24,19,10,15,3,0.79,1.42,0.63,3.05,0.58,0.26,0.24,38,0.16,0.18,0.92,0.87,0.58,0.39,0.26,0.03,0.0,2.63,0.53,0.37,0.21,0.11,0.26,0.89,0.79,0.47,0.26,0.21,0.0,0.0,3.47,0.63,0.16,0.26,0.21,0.11,0.95,0.95,0.68,0.53,0.32,0.05,0.0,1.21,0.21,0.5,0.55,0.29,0.24,0.74,0.39,0.08,0.0,0.0,0.0,0.0,26.0,20.0,42.0,28.0,8.0,4.0,9.0,5.0,9.0,11.0,13.0,5.0,12.0,12.0,17.0,11.0
131,6,31,-4,27,19,6,27,7,Watford,2018,2,33,-16,17,19,13,14,4,0.74,1.42,0.68,2.84,0.47,0.24,0.37,38,0.29,0.16,0.92,0.74,0.55,0.32,0.21,0.11,0.0,3.05,0.63,0.26,0.21,0.11,0.16,0.89,0.74,0.63,0.37,0.26,0.16,0.0,2.63,0.32,0.21,0.53,0.47,0.16,0.95,0.74,0.47,0.26,0.16,0.05,0.0,1.21,0.16,0.47,0.63,0.37,0.21,0.74,0.37,0.11,0.0,0.0,0.0,0.0,29.0,17.0,35.0,27.0,6.0,8.0,11.0,2.0,12.0,7.0,8.0,4.0,8.0,9.0,19.0,14.0
132,5,27,2,29,19,7,26,7,Crystal Palace,2018,6,28,-12,16,19,9,18,4,0.95,1.37,0.42,2.63,0.5,0.24,0.37,38,0.26,0.13,0.89,0.71,0.55,0.32,0.16,0.0,0.0,2.95,0.58,0.21,0.26,0.21,0.16,0.95,0.79,0.63,0.37,0.21,0.0,0.0,2.32,0.42,0.26,0.47,0.32,0.11,0.84,0.63,0.47,0.26,0.11,0.0,0.0,1.24,0.13,0.5,0.71,0.37,0.16,0.66,0.32,0.13,0.11,0.03,0.0,0.0,29.0,18.0,26.0,27.0,9.0,6.0,9.0,6.0,11.0,6.0,9.0,7.0,6.0,5.0,11.0,15.0
133,5,17,-1,16,19,7,26,7,Burnley,2018,7,22,-2,20,19,5,28,7,1.47,1.37,-0.1,1.97,0.45,0.32,0.34,38,0.24,0.21,0.89,0.58,0.37,0.08,0.05,0.0,0.0,1.74,0.42,0.37,0.32,0.21,0.26,0.89,0.53,0.32,0.0,0.0,0.0,0.0,2.21,0.47,0.26,0.37,0.26,0.16,0.89,0.63,0.42,0.16,0.11,0.0,0.0,0.74,0.03,0.71,0.71,0.26,0.26,0.55,0.16,0.03,0.0,0.0,0.0,0.0,12.0,16.0,27.0,20.0,4.0,4.0,7.0,5.0,1.0,7.0,4.0,1.0,13.0,10.0,10.0,9.0
134,5,30,-4,26,19,7,26,7,Bournemouth,2018,6,31,-12,19,19,9,18,4,0.95,1.37,0.42,2.79,0.58,0.16,0.32,38,0.26,0.11,0.95,0.79,0.66,0.29,0.08,0.03,0.0,2.95,0.63,0.16,0.26,0.21,0.11,0.95,0.84,0.68,0.32,0.11,0.05,0.0,2.63,0.53,0.16,0.37,0.32,0.11,0.95,0.74,0.63,0.26,0.05,0.0,0.0,1.11,0.21,0.5,0.63,0.29,0.16,0.66,0.34,0.08,0.03,0.0,0.0,0.0,25.0,17.0,36.0,28.0,7.0,4.0,10.0,4.0,8.0,9.0,12.0,3.0,11.0,11.0,13.0,14.0
135,5,25,-9,16,19,8,23,6,Huddersfield,2018,5,33,-21,12,19,11,14,3,0.74,1.21,0.47,2.26,0.32,0.26,0.55,38,0.42,0.13,0.87,0.74,0.37,0.18,0.11,0.0,0.0,2.16,0.37,0.37,0.42,0.26,0.21,0.84,0.63,0.37,0.21,0.11,0.0,0.0,2.37,0.26,0.16,0.68,0.58,0.05,0.89,0.84,0.37,0.16,0.11,0.0,0.0,0.89,0.08,0.63,0.74,0.29,0.18,0.55,0.29,0.05,0.0,0.0,0.0,0.0,19.0,15.0,39.0,13.0,3.0,4.0,10.0,5.0,6.0,6.0,15.0,6.0,14.0,2.0,10.0,5.0
136,3,24,-7,17,19,10,21,6,Swansea City,2018,6,32,-21,11,19,11,12,2,0.63,1.11,0.48,2.21,0.39,0.24,0.47,38,0.37,0.13,0.89,0.63,0.37,0.21,0.11,0.0,0.0,2.16,0.37,0.26,0.42,0.37,0.21,0.95,0.58,0.37,0.21,0.05,0.0,0.0,2.26,0.42,0.21,0.53,0.37,0.05,0.84,0.68,0.37,0.21,0.16,0.0,0.0,0.95,0.11,0.47,0.76,0.42,0.13,0.66,0.24,0.05,0.0,0.0,0.0,0.0,26.0,10.0,30.0,18.0,7.0,3.0,7.0,1.0,12.0,6.0,9.0,7.0,9.0,4.0,12.0,7.0
137,5,30,-10,20,19,9,20,5,Stoke City,2018,7,38,-23,15,19,10,13,2,0.68,1.05,0.37,2.71,0.58,0.16,0.34,38,0.26,0.08,0.92,0.79,0.58,0.21,0.08,0.05,0.03,2.63,0.58,0.16,0.32,0.26,0.11,0.95,0.84,0.63,0.21,0.0,0.0,0.0,2.79,0.58,0.16,0.37,0.26,0.05,0.89,0.74,0.53,0.21,0.16,0.11,0.05,1.11,0.16,0.53,0.66,0.32,0.18,0.66,0.29,0.13,0.03,0.0,0.0,0.0,25.0,17.0,43.0,18.0,8.0,2.0,11.0,3.0,6.0,12.0,9.0,7.0,19.0,5.0,15.0,6.0
138,7,26,-6,20,19,8,19,4,Southampton,2018,8,30,-13,17,19,8,17,3,0.89,1.0,0.11,2.45,0.55,0.21,0.37,38,0.24,0.08,0.87,0.68,0.42,0.24,0.18,0.03,0.03,2.42,0.58,0.16,0.37,0.26,0.05,0.89,0.68,0.37,0.26,0.21,0.0,0.0,2.47,0.53,0.26,0.37,0.21,0.11,0.84,0.68,0.47,0.21,0.16,0.05,0.05,1.16,0.16,0.5,0.66,0.34,0.18,0.68,0.34,0.13,0.0,0.0,0.0,0.0,28.0,16.0,28.0,21.0,6.0,5.0,7.0,7.0,15.0,4.0,7.0,7.0,11.0,8.0,10.0,6.0
139,9,29,-8,21,19,7,18,3,West Brom,2018,4,27,-17,10,19,12,13,3,0.68,0.95,0.27,2.29,0.5,0.26,0.34,38,0.24,0.16,0.89,0.66,0.42,0.24,0.08,0.0,0.0,2.63,0.63,0.32,0.21,0.05,0.16,0.84,0.74,0.53,0.37,0.16,0.0,0.0,1.95,0.37,0.21,0.47,0.42,0.16,0.95,0.58,0.32,0.11,0.0,0.0,0.0,0.84,0.11,0.63,0.71,0.26,0.18,0.55,0.18,0.11,0.0,0.0,0.0,0.0,20.0,12.0,36.0,19.0,3.0,6.0,9.0,4.0,8.0,2.0,6.0,5.0,14.0,6.0,16.0,8.0
