,D_home,GA_home,GD_home,GF_home,GP_home,L_home,Pts_home,W_home,team,year,D_away,GA_away,GD_away,GF_away,GP_away,L_away,Pts_away,W_away,ppg_away,ppg_home,ppg_home_away_diff,Avg_all,BTS_all,CS_all,FTS_all,GP_all,LTN_all,WTN_all,g_0.5+_all,g_1.5+_all,g_2.5+_all,g_3.5+_all,g_4.5+_all,g_5.5+_all,g_6.5+_all,Avg_home,BTS_home,CS_home,FTS_home,LTN_home,WTN_home,g_0.5+_home,g_1.5+_home,g_2.5+_home,g_3.5+_home,g_4.5+_home,g_5.5+_home,g_6.5+_home,Avg_away,BTS_away,CS_away,FTS_away,LTN_away,WTN_away,g_0.5+_away,g_1.5+_away,g_2.5+_away,g_3.5+_away,g_4.5+_away,g_5.5+_away,g_6.5+_away,Avg_htime,BTS_htime,CS_htime,FTS_htime,LTN_htime,WTN_htime,g_0.5+_htime,g_1.5+_htime,g_2.5+_htime,g_3.5+_htime,g_4.5+_htime,g_5.5+_htime,g_6.5+_htime,half_1_con,half_1_goal,half_2_con,half_2_goal,min_0-15_con,min_0-15_goal,min_16-30_con,min_16-30_goal,min_31-45_con,min_31-45_goal,min_46-60_con,min_46-60_goal,min_61-75_con,min_61-75_goal,min_76-90_con,min_76-90_goal
140,0,12,45,57,19,1,54,18,Manchester City,2019,2,11,27,38,19,3,44,14,2.32,2.84,0.52,3.11,0.45,0.53,0.05,38,0.03,0.5,0.97,0.82,0.61,0.39,0.18,0.08,0.05,3.63,0.53,0.47,0.0,0.0,0.47,1.0,0.84,0.74,0.53,0.26,0.16,0.11,2.58,0.37,0.58,0.11,0.05,0.53,0.95,0.79,0.47,0.26,0.11,0.0,0.0,1.58,0.24,0.74,0.24,0.03,0.53,0.79,0.42,0.24,0.11,0.03,0.0,0.0,11.0,49.0,12.0,46.0,1.0,19.0,4.0,14.0,6.0,16.0,3.0,18.0,4.0,15.0,5.0,13.0
141,2,10,45,55,19,0,53,17,Liverpool,2019,5,12,22,34,19,1,44,13,2.32,2.79,0.47,2.92,0.45,0.55,0.08,38,0.0,0.47,0.92,0.82,0.55,0.34,0.18,0.08,0.03,3.42,0.37,0.63,0.05,0.0,0.58,0.95,0.84,0.63,0.47,0.32,0.16,0.05,2.42,0.53,0.47,0.11,0.0,0.37,0.89,0.79,0.47,0.21,0.05,0.0,0.0,1.26,0.18,0.74,0.34,0.08,0.47,0.74,0.34,0.13,0.03,0.03,0.0,0.0,10.0,38.0,12.0,51.0,3.0,9.0,3.0,18.0,4.0,11.0,2.0,12.0,5.0,14.0,5.0,25.0
142,3,16,26,42,19,2,45,14,Arsenal,2019,4,35,-4,31,19,8,25,7,1.32,2.37,1.05,3.26,0.68,0.21,0.11,38,0.11,0.21,1.0,0.89,0.58,0.45,0.24,0.11,0.0,3.05,0.58,0.37,0.05,0.05,0.37,1.0,0.95,0.42,0.37,0.21,0.11,0.0,3.47,0.79,0.05,0.16,0.16,0.05,1.0,0.84,0.74,0.53,0.26,0.11,0.0,1.47,0.34,0.5,0.39,0.16,0.26,0.76,0.45,0.18,0.05,0.03,0.0,0.0,28.0,28.0,23.0,45.0,6.0,12.0,9.0,11.0,13.0,5.0,2.0,15.0,13.0,11.0,8.0,19.0
143,6,12,27,39,19,1,42,12,Chelsea,2019,3,27,-3,24,19,7,30,9,1.58,2.21,0.63,2.68,0.42,0.42,0.26,38,0.16,0.32,0.89,0.84,0.55,0.26,0.11,0.03,0.0,2.68,0.42,0.53,0.16,0.05,0.42,0.89,0.84,0.47,0.32,0.16,0.0,0.0,2.68,0.42,0.32,0.37,0.26,0.21,0.89,0.84,0.63,0.21,0.05,0.05,0.0,1.16,0.18,0.74,0.47,0.08,0.34,0.61,0.34,0.13,0.08,0.0,0.0,0.0,17.0,27.0,22.0,36.0,6.0,5.0,6.0,10.0,5.0,12.0,12.0,9.0,6.0,8.0,4.0,19.0
144,2,16,18,34,19,5,38,12,Tottenham,2019,0,23,10,33,19,8,33,11,1.74,2.0,0.26,2.79,0.5,0.34,0.16,38,0.16,0.34,1.0,0.71,0.58,0.29,0.11,0.05,0.03,2.63,0.47,0.37,0.16,0.16,0.37,1.0,0.63,0.53,0.42,0.05,0.0,0.0,2.95,0.53,0.32,0.16,0.16,0.32,1.0,0.79,0.63,0.16,0.16,0.11,0.05,1.11,0.08,0.71,0.5,0.21,0.42,0.71,0.24,0.13,0.03,0.0,0.0,0.0,11.0,31.0,28.0,36.0,4.0,7.0,4.0,14.0,3.0,10.0,6.0,10.0,7.0,12.0,15.0,14.0
145,6,25,8,33,19,3,36,10,Manchester Utd,2019,3,29,3,32,19,7,30,9,1.58,1.89,0.31,3.13,0.68,0.18,0.18,38,0.13,0.13,0.95,0.89,0.68,0.42,0.16,0.03,0.0,3.05,0.74,0.11,0.26,0.16,0.0,0.89,0.89,0.68,0.37,0.21,0.0,0.0,3.21,0.63,0.26,0.11,0.11,0.26,1.0,0.89,0.68,0.47,0.11,0.05,0.0,1.53,0.24,0.55,0.37,0.21,0.39,0.84,0.45,0.13,0.11,0.0,0.0,0.0,23.0,35.0,31.0,30.0,8.0,10.0,10.0,10.0,5.0,15.0,10.0,7.0,11.0,9.0,10.0,14.0
146,4,21,9,30,19,5,34,10,Everton,2019,5,25,-1,24,19,9,20,5,1.05,1.79,0.74,2.63,0.45,0.37,0.26,38,0.18,0.29,0.92,0.74,0.47,0.32,0.08,0.05,0.03,2.68,0.42,0.47,0.16,0.11,0.42,0.95,0.79,0.42,0.32,0.05,0.05,0.05,2.58,0.47,0.26,0.37,0.26,0.16,0.89,0.68,0.53,0.32,0.11,0.05,0.0,1.11,0.24,0.66,0.53,0.11,0.24,0.58,0.37,0.11,0.05,0.0,0.0,0.0,17.0,25.0,29.0,29.0,3.0,9.0,4.0,9.0,10.0,7.0,10.0,7.0,13.0,11.0,6.0,11.0
147,4,21,7,28,19,5,34,10,Wolverhampton,2019,5,25,-6,19,19,8,23,6,1.21,1.79,0.58,2.45,0.5,0.24,0.29,38,0.26,0.21,0.97,0.82,0.37,0.18,0.05,0.03,0.03,2.58,0.42,0.37,0.26,0.21,0.32,0.95,0.84,0.37,0.21,0.11,0.05,0.05,2.32,0.58,0.11,0.32,0.32,0.11,1.0,0.79,0.37,0.16,0.0,0.0,0.0,1.03,0.13,0.55,0.68,0.32,0.18,0.63,0.32,0.08,0.0,0.0,0.0,0.0,22.0,17.0,24.0,30.0,7.0,5.0,13.0,7.0,2.0,5.0,5.0,5.0,8.0,8.0,11.0,17.0
148,4,27,5,32,19,6,31,9,West Ham Utd,2019,3,28,-8,20,19,10,21,6,1.11,1.63,0.52,2.82,0.47,0.18,0.37,38,0.34,0.16,0.97,0.82,0.5,0.34,0.11,0.05,0.03,3.11,0.53,0.21,0.32,0.26,0.16,0.95,0.79,0.58,0.47,0.16,0.11,0.05,2.53,0.42,0.16,0.42,0.42,0.16,1.0,0.84,0.42,0.21,0.05,0.0,0.0,1.21,0.16,0.53,0.58,0.32,0.26,0.74,0.37,0.11,0.0,0.0,0.0,0.0,24.0,22.0,31.0,30.0,7.0,7.0,10.0,8.0,7.0,7.0,9.0,7.0,6.0,15.0,16.0,8.0
149,5,25,5,30,19,6,29,8,Bournemouth,2019,1,45,-19,26,19,13,16,5,0.84,1.53,0.69,3.32,0.45,0.26,0.32,38,0.29,0.24,0.97,0.89,0.63,0.42,0.21,0.13,0.03,2.89,0.53,0.32,0.21,0.16,0.26,0.95,0.79,0.58,0.37,0.11,0.11,0.0,3.74,0.37,0.21,0.42,0.42,0.21,1.0,1.0,0.68,0.47,0.32,0.16,0.05,1.61,0.29,0.47,0.47,0.24,0.24,0.76,0.42,0.29,0.08,0.03,0.03,0.0,33.0,28.0,37.0,28.0,8.0,7.0,11.0,7.0,14.0,14.0,12.0,7.0,10.0,8.0,15.0,13.0
150,3,20,4,24,19,8,27,8,Leicester City,2019,4,28,-1,27,19,8,25,7,1.32,1.42,0.1,2.61,0.58,0.26,0.21,38,0.16,0.21,0.95,0.74,0.5,0.24,0.11,0.05,0.03,2.32,0.47,0.32,0.32,0.21,0.21,0.89,0.74,0.47,0.16,0.05,0.0,0.0,2.89,0.68,0.21,0.11,0.11,0.21,1.0,0.74,0.53,0.32,0.16,0.11,0.05,1.11,0.16,0.42,0.66,0.42,0.18,0.76,0.32,0.03,0.0,0.0,0.0,0.0,27.0,15.0,21.0,36.0,12.0,3.0,2.0,7.0,13.0,5.0,4.0,9.0,7.0,9.0,10.0,18.0
151,3,28,-2,26,19,8,27,8,Watford,2019,5,31,-5,26,19,8,23,6,1.21,1.42,0.21,2.92,0.61,0.18,0.26,38,0.21,0.13,0.95,0.87,0.63,0.26,0.16,0.05,0.0,2.84,0.63,0.21,0.21,0.16,0.16,0.95,0.84,0.68,0.21,0.16,0.0,0.0,3.0,0.58,0.16,0.32,0.26,0.11,0.95,0.89,0.58,0.32,0.16,0.11,0.0,1.16,0.11,0.53,0.63,0.37,0.26,0.74,0.29,0.05,0.03,0.03,0.03,0.0,26.0,18.0,33.0,34.0,8.0,6.0,5.0,8.0,13.0,4.0,9.0,7.0,7.0,16.0,17.0,11.0
152,1,25,-1,24,19,10,25,8,Newcastle Utd,2019,8,23,-5,18,19,7,20,4,1.05,1.32,0.27,2.37,0.47,0.29,0.34,38,0.24,0.18,0.89,0.74,0.47,0.18,0.08,0.0,0.0,2.58,0.47,0.26,0.32,0.26,0.21,0.95,0.79,0.58,0.16,0.11,0.0,0.0,2.16,0.47,0.32,0.37,0.21,0.16,0.84,0.68,0.37,0.21,0.05,0.0,0.0,1.13,0.21,0.58,0.55,0.21,0.24,0.66,0.37,0.11,0.0,0.0,0.0,0.0,20.0,23.0,28.0,19.0,8.0,7.0,7.0,10.0,5.0,6.0,7.0,5.0,5.0,5.0,16.0,9.0
153,8,30,-3,27,19,6,23,5,Southampton,2019,4,35,-17,18,19,11,16,4,0.84,1.21,0.37,2.89,0.66,0.18,0.26,38,0.16,0.08,0.89,0.84,0.61,0.34,0.13,0.05,0.03,3.0,0.79,0.16,0.16,0.05,0.05,0.89,0.89,0.68,0.37,0.11,0.05,0.0,2.79,0.53,0.21,0.37,0.26,0.11,0.89,0.79,0.53,0.32,0.16,0.05,0.05,1.37,0.21,0.55,0.58,0.24,0.21,0.66,0.39,0.21,0.08,0.03,0.0,0.0,30.0,22.0,35.0,23.0,7.0,7.0,10.0,8.0,13.0,7.0,12.0,10.0,7.0,6.0,16.0,7.0
154,2,32,-8,24,19,10,23,7,Burnley,2019,5,36,-15,21,19,10,17,4,0.89,1.21,0.32,2.97,0.55,0.21,0.32,38,0.24,0.13,0.92,0.82,0.58,0.42,0.13,0.11,0.0,2.95,0.58,0.26,0.16,0.16,0.26,1.0,0.89,0.58,0.37,0.05,0.05,0.0,3.0,0.53,0.16,0.47,0.32,0.0,0.84,0.74,0.58,0.47,0.21,0.16,0.0,1.39,0.29,0.5,0.53,0.21,0.18,0.68,0.42,0.18,0.08,0.03,0.0,0.0,29.0,24.0,39.0,21.0,12.0,6.0,11.0,7.0,6.0,11.0,10.0,5.0,11.0,6.0,18.0,10.0
155,5,28,-9,19,19,8,23,6,Brighton,2019,4,32,-16,16,19,12,13,3,0.68,1.21,0.53,2.5,0.53,0.18,0.34,38,0.29,0.13,0.95,0.68,0.47,0.26,0.11,0.03,0.0,2.47,0.53,0.26,0.26,0.21,0.21,0.95,0.63,0.42,0.32,0.16,0.0,0.0,2.53,0.53,0.11,0.42,0.37,0.05,0.95,0.74,0.53,0.21,0.05,0.05,0.0,1.13,0.16,0.39,0.68,0.45,0.16,0.76,0.26,0.08,0.03,0.0,0.0,0.0,26.0,17.0,34.0,18.0,4.0,3.0,11.0,8.0,11.0,6.0,10.0,4.0,13.0,9.0,11.0,5.0
156,3,36,-14,22,19,10,21,6,Fulham,2019,2,45,-33,12,19,16,5,1,0.26,1.11,0.85,3.03,0.5,0.13,0.39,38,0.37,0.11,0.97,0.84,0.55,0.34,0.21,0.11,0.0,3.05,0.53,0.16,0.32,0.32,0.16,1.0,0.89,0.53,0.26,0.21,0.16,0.0,3.0,0.47,0.11,0.47,0.42,0.05,0.95,0.79,0.58,0.42,0.21,0.05,0.0,1.47,0.21,0.29,0.71,0.5,0.08,0.79,0.42,0.18,0.05,0.03,0.0,0.0,41.0,15.0,40.0,19.0,12.0,4.0,21.0,2.0,8.0,9.0,7.0,6.0,13.0,8.0,20.0,5.0
157,5,23,-4,19,19,9,20,5,Crystal Palace,2019,2,30,2,32,19,8,29,9,1.53,1.05,-0.48,2.74,0.5,0.32,0.29,38,0.18,0.21,0.89,0.74,0.45,0.34,0.18,0.05,0.05,2.21,0.37,0.37,0.42,0.26,0.21,0.84,0.63,0.32,0.21,0.05,0.05,0.05,3.26,0.63,0.26,0.16,0.11,0.21,0.95,0.84,0.58,0.47,0.32,0.05,0.05,0.87,0.08,0.71,0.58,0.21,0.34,0.63,0.11,0.11,0.03,0.0,0.0,0.0,13.0,20.0,40.0,31.0,2.0,2.0,4.0,5.0,7.0,13.0,13.0,5.0,13.0,7.0,14.0,19.0
158,2,38,-17,21,19,11,20,6,Cardiff City,2019,2,31,-18,13,19,13,14,4,0.74,1.05,0.31,2.71,0.39,0.26,0.45,38,0.34,0.16,0.89,0.74,0.5,0.26,0.24,0.08,0.0,3.11,0.47,0.26,0.37,0.26,0.16,0.89,0.79,0.63,0.32,0.32,0.16,0.0,2.32,0.32,0.26,0.53,0.42,0.16,0.89,0.68,0.37,0.21,0.16,0.0,0.0,1.08,0.16,0.5,0.74,0.34,0.11,0.61,0.26,0.16,0.05,0.0,0.0,0.0,30.0,11.0,39.0,23.0,9.0,3.0,10.0,5.0,11.0,3.0,8.0,6.0,13.0,5.0,18.0,12.0
159,3,31,-21,10,19,14,9,2,Huddersfield,2019,4,45,-33,12,19,14,7,1,0.37,0.47,0.1,2.58,0.42,0.13,0.5,38,0.45,0.08,0.95,0.71,0.45,0.24,0.13,0.05,0.05,2.16,0.42,0.16,0.47,0.42,0.11,0.95,0.63,0.42,0.11,0.05,0.0,0.0,3.0,0.42,0.11,0.53,0.47,0.05,0.95,0.79,0.47,0.37,0.21,0.11,0.11,1.29,0.18,0.32,0.74,0.5,0.08,0.76,0.39,0.11,0.03,0.0,0.0,0.0,38.0,11.0,38.0,11.0,8.0,4.0,16.0,3.0,14.0,4.0,7.0,4.0,13.0,3.0,18.0,4.0
160,0,9,26,35,13,0,39,13,Liverpool,2020,1,6,20,26,13,0,37,12,2.85,3.0,0.15,2.92,0.54,0.46,0.0,26,0.0,0.46,1.0,0.85,0.65,0.27,0.08,0.04,0.04,3.38,0.62,0.38,0.0,0.0,0.38,1.0,0.92,0.69,0.46,0.15,0.08,0.08,2.46,0.46,0.54,0.0,0.0,0.54,1.0,0.77,0.62,0.08,0.0,0.0,0.0,1.42,0.08,0.81,0.27,0.12,0.65,0.85,0.31,0.12,0.08,0.04,0.04,0.0,,,,,,,,,,,,,,,,
161,2,12,21,33,13,2,29,9,Manchester City,2020,1,17,18,35,14,4,28,9,2.0,2.23,0.23,3.59,0.56,0.37,0.07,27,0.07,0.37,1.0,0.93,0.74,0.52,0.22,0.07,0.07,3.46,0.54,0.38,0.08,0.08,0.38,1.0,1.0,0.77,0.38,0.08,0.08,0.08,3.71,0.57,0.36,0.07,0.07,0.36,1.0,0.86,0.71,0.64,0.36,0.07,0.07,1.67,0.26,0.59,0.41,0.15,0.33,0.74,0.52,0.3,0.07,0.04,0.0,0.0,,,,,,,,,,,,,,,,
162,3,15,11,26,14,3,27,8,Leicester City,2020,2,12,16,28,13,4,23,7,1.77,1.93,0.16,3.0,0.56,0.33,0.19,27,0.11,0.26,0.93,0.85,0.63,0.3,0.15,0.04,0.04,2.93,0.57,0.29,0.21,0.14,0.21,0.93,0.86,0.64,0.36,0.14,0.0,0.0,3.08,0.54,0.38,0.15,0.08,0.31,0.92,0.85,0.62,0.23,0.15,0.08,0.08,1.3,0.26,0.52,0.52,0.22,0.22,0.7,0.37,0.15,0.04,0.04,0.0,0.0,,,,,,,,,,,,,,,,
163,2,12,13,25,13,3,26,8,Tottenham,2020,5,24,-5,19,14,6,14,3,1.0,2.0,1.0,2.96,0.67,0.15,0.22,27,0.19,0.11,0.96,0.85,0.67,0.33,0.15,0.0,0.0,2.85,0.54,0.23,0.23,0.23,0.23,1.0,0.85,0.54,0.31,0.15,0.0,0.0,3.07,0.79,0.07,0.21,0.14,0.0,0.93,0.86,0.79,0.36,0.14,0.0,0.0,1.48,0.19,0.44,0.52,0.37,0.3,0.85,0.37,0.22,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,
164,3,14,4,18,13,3,24,7,Everton,2020,3,24,-8,16,13,7,12,3,0.92,1.85,0.93,2.77,0.62,0.23,0.23,26,0.15,0.15,0.92,0.77,0.5,0.35,0.15,0.04,0.04,2.46,0.46,0.38,0.23,0.15,0.31,0.92,0.69,0.38,0.38,0.08,0.0,0.0,3.08,0.77,0.08,0.23,0.15,0.0,0.92,0.85,0.62,0.31,0.23,0.08,0.08,1.27,0.27,0.65,0.35,0.08,0.38,0.73,0.27,0.12,0.08,0.04,0.04,0.0,,,,,,,,,,,,,,,,
165,5,12,12,24,13,2,23,6,Manchester Utd,2020,3,17,-3,14,13,6,15,4,1.15,1.77,0.62,2.58,0.5,0.23,0.31,26,0.27,0.19,0.96,0.85,0.38,0.27,0.08,0.04,0.0,2.77,0.62,0.31,0.15,0.08,0.23,0.92,0.85,0.54,0.38,0.08,0.0,0.0,2.38,0.38,0.15,0.46,0.46,0.15,1.0,0.85,0.23,0.15,0.08,0.08,0.0,1.23,0.12,0.58,0.42,0.31,0.46,0.88,0.27,0.04,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,
166,1,18,1,19,14,6,22,7,Burnley,2020,3,21,-7,14,13,6,15,4,1.15,1.57,0.42,2.67,0.37,0.37,0.3,27,0.26,0.33,0.96,0.81,0.59,0.15,0.11,0.04,0.0,2.64,0.29,0.5,0.29,0.21,0.43,0.93,0.79,0.57,0.14,0.14,0.07,0.0,2.69,0.46,0.23,0.31,0.31,0.23,1.0,0.85,0.62,0.15,0.08,0.0,0.0,1.15,0.11,0.48,0.74,0.41,0.15,0.67,0.41,0.07,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
167,3,15,3,18,14,5,21,6,Chelsea,2020,2,22,5,27,13,4,23,7,1.77,1.5,-0.27,3.04,0.59,0.19,0.22,27,0.22,0.19,1.0,0.85,0.59,0.33,0.15,0.07,0.04,2.36,0.43,0.29,0.29,0.29,0.29,1.0,0.79,0.43,0.14,0.0,0.0,0.0,3.77,0.77,0.08,0.15,0.15,0.08,1.0,0.92,0.77,0.54,0.31,0.15,0.08,1.33,0.15,0.63,0.48,0.22,0.37,0.74,0.37,0.15,0.07,0.0,0.0,0.0,,,,,,,,,,,,,,,,
168,3,13,3,16,14,5,21,6,Sheffield Utd,2020,7,12,1,13,13,2,19,4,1.46,1.5,0.04,2.0,0.44,0.33,0.26,27,0.22,0.3,0.96,0.67,0.22,0.07,0.04,0.04,0.0,2.07,0.36,0.36,0.29,0.29,0.36,1.0,0.57,0.29,0.07,0.07,0.07,0.0,1.92,0.54,0.31,0.23,0.15,0.23,0.92,0.77,0.15,0.08,0.0,0.0,0.0,0.81,0.11,0.63,0.67,0.26,0.22,0.59,0.19,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
169,5,18,4,22,13,3,20,5,Arsenal,2020,8,16,-2,14,13,3,14,2,1.08,1.54,0.46,2.69,0.65,0.23,0.19,26,0.12,0.15,0.92,0.81,0.54,0.38,0.04,0.0,0.0,3.08,0.69,0.23,0.08,0.08,0.23,1.0,0.92,0.69,0.38,0.08,0.0,0.0,2.31,0.62,0.23,0.31,0.15,0.08,0.85,0.69,0.38,0.38,0.0,0.0,0.0,1.27,0.19,0.46,0.54,0.35,0.27,0.81,0.31,0.15,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
170,5,12,0,12,13,3,20,5,Newcastle Utd,2020,2,29,-17,12,14,9,11,3,0.79,1.54,0.75,2.41,0.44,0.26,0.37,27,0.3,0.19,0.93,0.63,0.44,0.3,0.11,0.0,0.0,1.85,0.46,0.38,0.31,0.15,0.23,0.85,0.54,0.38,0.08,0.0,0.0,0.0,2.93,0.43,0.14,0.43,0.43,0.14,1.0,0.71,0.5,0.5,0.21,0.0,0.0,1.07,0.22,0.52,0.63,0.26,0.15,0.63,0.33,0.07,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,
171,4,13,-2,11,14,5,19,5,Crystal Palace,2020,5,19,-6,13,13,5,14,3,1.08,1.36,0.28,2.07,0.44,0.26,0.37,27,0.3,0.19,0.93,0.7,0.3,0.15,0.0,0.0,0.0,1.71,0.36,0.36,0.36,0.29,0.29,0.93,0.64,0.14,0.0,0.0,0.0,0.0,2.46,0.54,0.15,0.38,0.31,0.08,0.92,0.77,0.46,0.31,0.0,0.0,0.0,0.67,0.04,0.74,0.78,0.22,0.19,0.44,0.11,0.07,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,
172,6,14,3,17,13,3,18,4,Brighton,2020,4,25,-10,15,14,8,10,2,0.71,1.38,0.67,2.63,0.59,0.19,0.26,27,0.22,0.15,0.96,0.89,0.44,0.22,0.07,0.04,0.0,2.38,0.54,0.23,0.23,0.23,0.23,1.0,0.92,0.23,0.15,0.08,0.0,0.0,2.86,0.64,0.14,0.29,0.21,0.07,0.93,0.86,0.64,0.29,0.07,0.07,0.0,1.15,0.15,0.52,0.63,0.33,0.22,0.7,0.37,0.04,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,
173,6,17,1,18,13,3,18,4,Wolverhampton,2020,6,15,2,17,13,3,18,4,1.38,1.38,0.0,2.58,0.73,0.23,0.15,26,0.04,0.12,0.88,0.85,0.42,0.19,0.15,0.04,0.04,2.69,0.77,0.23,0.08,0.0,0.15,0.92,0.92,0.38,0.15,0.15,0.08,0.08,2.46,0.69,0.23,0.23,0.08,0.08,0.85,0.77,0.46,0.23,0.15,0.0,0.0,1.15,0.12,0.38,0.73,0.5,0.15,0.77,0.23,0.12,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,
174,2,24,-6,18,13,6,17,5,Aston Villa,2020,2,28,-12,16,14,10,8,2,0.57,1.31,0.74,3.19,0.67,0.15,0.22,27,0.19,0.11,0.96,0.89,0.7,0.33,0.19,0.07,0.04,3.23,0.69,0.31,0.08,0.0,0.23,0.92,0.85,0.69,0.38,0.23,0.08,0.08,3.14,0.64,0.0,0.36,0.36,0.0,1.0,0.93,0.71,0.29,0.14,0.07,0.0,1.41,0.19,0.48,0.52,0.33,0.3,0.81,0.44,0.11,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,
175,4,19,-4,15,13,5,16,4,Bournemouth,2020,1,24,-13,11,14,10,10,3,0.71,1.23,0.52,2.56,0.52,0.15,0.41,27,0.33,0.07,0.93,0.7,0.59,0.3,0.04,0.0,0.0,2.62,0.62,0.15,0.31,0.23,0.08,0.92,0.77,0.62,0.31,0.0,0.0,0.0,2.5,0.43,0.14,0.5,0.43,0.07,0.93,0.64,0.57,0.29,0.07,0.0,0.0,1.33,0.22,0.48,0.56,0.3,0.22,0.74,0.48,0.11,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
176,5,17,-4,13,13,5,14,3,Watford,2020,4,23,-12,11,13,7,10,2,0.77,1.08,0.31,2.46,0.42,0.31,0.42,26,0.27,0.15,0.85,0.81,0.46,0.15,0.08,0.04,0.04,2.31,0.38,0.46,0.46,0.15,0.15,0.69,0.69,0.62,0.23,0.08,0.0,0.0,2.62,0.46,0.15,0.38,0.38,0.15,1.0,0.92,0.31,0.08,0.08,0.08,0.08,1.15,0.15,0.58,0.54,0.27,0.31,0.73,0.23,0.08,0.08,0.04,0.0,0.0,,,,,,,,,,,,,,,,
177,2,30,-14,16,14,8,14,4,Southampton,2020,2,18,0,18,13,5,20,6,1.54,1.0,-0.54,3.04,0.63,0.22,0.15,27,0.15,0.22,1.0,0.89,0.63,0.26,0.11,0.04,0.04,3.29,0.71,0.14,0.14,0.14,0.14,1.0,0.86,0.64,0.29,0.21,0.07,0.07,2.77,0.54,0.31,0.15,0.15,0.31,1.0,0.92,0.62,0.23,0.0,0.0,0.0,1.33,0.19,0.56,0.52,0.26,0.3,0.74,0.37,0.11,0.07,0.04,0.0,0.0,,,,,,,,,,,,,,,,
178,3,25,-5,20,13,7,12,3,West Ham Utd,2020,3,20,-10,10,13,7,12,3,0.92,0.92,0.0,2.88,0.5,0.23,0.31,26,0.27,0.19,0.96,0.85,0.5,0.35,0.19,0.04,0.0,3.46,0.62,0.23,0.15,0.15,0.23,1.0,1.0,0.62,0.46,0.31,0.08,0.0,2.31,0.38,0.23,0.46,0.38,0.15,0.92,0.69,0.38,0.23,0.08,0.0,0.0,1.19,0.15,0.5,0.58,0.35,0.27,0.77,0.38,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
179,3,26,-8,18,13,7,12,3,Norwich City,2020,3,22,-16,6,13,9,6,1,0.46,0.92,0.46,2.77,0.54,0.15,0.38,26,0.31,0.08,0.92,0.81,0.5,0.35,0.15,0.04,0.0,3.38,0.77,0.08,0.15,0.15,0.08,1.0,0.85,0.69,0.54,0.23,0.08,0.0,2.15,0.31,0.23,0.62,0.46,0.08,0.85,0.77,0.31,0.15,0.08,0.0,0.0,1.35,0.15,0.46,0.62,0.38,0.23,0.77,0.35,0.15,0.08,0.0,0.0,0.0,,,,,,,,,,,,,,,,
